time,RV1-3-1,RV1-4-2,RV1-5-3,RV1-5-4,RV1-6-5,RV1-C6,RV1-C7,RV2-UPPER,RV-2-7-4,RV2-8-5,RV-2-9-6
1.000000000000,22.43798977,6.524327397,1.608547043,2.648458463,-0.2318195157,-250.4352704,-250.7727534,3.304094091,1.320007271,3.487796267,2.129459124
