time,RV1-3-1,RV1-4-2,RV1-5-3,RV1-5-4,RV1-6-5,RV1-C6,RV1-C7,RV2-UPPER,RV-2-7-4,RV2-8-5,RV-2-9-6
1.000000000000,0.000000000,-774.1824555,-356.3148410,-258.7251390,-147.7036689,-335.1366568,-338.5757197,-1164.132208,-216.2559242,-174.1701922,-167.2733136
